0.00693,-0.035999999,0.00693,0,,,
0.006931,-0.039999999,0.006931,0.02,,,
0.006932,-0.035999999,0.006932,0,,,
0.006933,-0.039999999,0.006933,0,,,
0.006934,-0.035999999,0.006934,0.02,,,
0.006935,-0.044,0.006935,0,,,
0.006936,-0.048,0.006936,0,,volt_min,0
0.006937,-0.059999999,0.006937,0.02,,volt_max,3.48000002
0.006938,-0.068000004,0.006938,0,,curr_min,-0.079999998
0.006939,-0.064000003,0.006939,0,,curr_max,0.744000018
0.00694,-0.075999998,0.00694,0,,,
0.006941,-0.079999998,0.006941,0.02,,,
0.006942,-0.075999998,0.006942,0.02,,,
0.006943,-0.071999997,0.006943,0.02,,,
0.006944,-0.064000003,0.006944,0.02,,,
0.006945,-0.052000001,0.006945,0.02,,,
0.006946,-0.044,0.006946,0.02,,,
0.006947,-0.028000001,0.006947,0.039999999,,,
0.006948,-0.024,0.006948,0,,,
0.006949,-0.008,0.006949,0.02,,,
0.00695,0,0.00695,0.02,,,
0.006951,0,0.006951,0.039999999,,,
0.006952,0,0.006952,0.02,,,
0.006953,0,0.006953,0.02,,,
0.006954,-0.008,0.006954,0.039999999,,,
0.006955,-0.016000001,0.006955,0.02,,,
0.006956,-0.024,0.006956,0.02,,,
0.006957,-0.024,0.006957,0.02,,,
0.006958,-0.024,0.006958,0.039999999,,,
0.006959,-0.016000001,0.006959,0.039999999,,,
0.00696,-0.008,0.00696,0.02,,,
0.006961,0.008,0.006961,0.039999999,,,
0.006962,0.024,0.006962,0.039999999,,,
0.006963,0.035999999,0.006963,0.02,,,
0.006964,0.056000002,0.006964,0.039999999,,,
0.006965,0.068000004,0.006965,0.039999999,,,
0.006966,0.064000003,0.006966,0.039999999,,,
0.006967,0.064000003,0.006967,0.039999999,,,
0.006968,0.059999999,0.006968,0.059999999,,,
0.006969,0.064000003,0.006969,0.039999999,,,
0.00697,0.068000004,0.00697,0.059999999,,,
0.006971,0.075999998,0.006971,0.059999999,,,
0.006972,0.083999999,0.006972,0.059999999,,,
0.006973,0.096000001,0.006973,0.059999999,,,
0.006974,0.108000003,0.006974,0.059999999,,,
0.006975,0.119999997,0.006975,0.079999998,,,
0.006976,0.119999997,0.006976,0.079999998,,,
0.006977,0.112000003,0.006977,0.059999999,,,
0.006978,0.108000003,0.006978,0.059999999,,,
0.006979,0.104000002,0.006979,0.059999999,,,
0.00698,0.092,0.00698,0.059999999,,,
0.006981,0.083999999,0.006981,0.079999998,,,
0.006982,0.079999998,0.006982,0.079999998,,,
0.006983,0.083999999,0.006983,0.059999999,,,
0.006984,0.092,0.006984,0.079999998,,,
0.006985,0.104000002,0.006985,0.059999999,,,
0.006986,0.100000001,0.006986,0.079999998,,,
0.006987,0.096000001,0.006987,0.059999999,,,
0.006988,0.100000001,0.006988,0.079999998,,,
0.006989,0.104000002,0.006989,0.059999999,,,
0.00699,0.108000003,0.00699,0.100000001,,,
0.006991,0.108000003,0.006991,0.100000001,,,
0.006992,0.115999997,0.006992,0.079999998,,,
0.006993,0.115999997,0.006993,0.100000001,,,
0.006994,0.115999997,0.006994,0.079999998,,,
0.006995,0.119999997,0.006995,0.100000001,,,
0.006996,0.115999997,0.006996,0.100000001,,,
0.006997,0.119999997,0.006997,0.079999998,,,
0.006998,0.123999998,0.006998,0.079999998,,,
0.006999,0.123999998,0.006999,0.100000001,,,
0.007,0.123999998,0.007,0.079999998,,,
0.007001,0.119999997,0.007001,0.079999998,,,
0.007002,0.115999997,0.007002,0.100000001,,,
0.007003,0.112000003,0.007003,0.079999998,,,
0.007004,0.108000003,0.007004,0.100000001,,,
0.007005,0.112000003,0.007005,0.079999998,,,
0.007006,0.112000003,0.007006,0.100000001,,,
0.007007,0.119999997,0.007007,0.100000001,,,
0.007008,0.123999998,0.007008,0.100000001,,,
0.007009,0.140000001,0.007009,0.100000001,,,
0.00701,0.148000002,0.00701,0.100000001,,,
0.007011,0.159999996,0.007011,0.100000001,,,
0.007012,0.164000005,0.007012,0.079999998,,,
0.007013,0.167999998,0.007013,0.100000001,,,
0.007014,0.172000006,0.007014,0.100000001,,,
0.007015,0.172000006,0.007015,0.100000001,,,
0.007016,0.172000006,0.007016,0.100000001,,,
0.007017,0.167999998,0.007017,0.079999998,,,
0.007018,0.164000005,0.007018,0.100000001,,,
0.007019,0.156000003,0.007019,0.100000001,,,
0.00702,0.159999996,0.00702,0.100000001,,,
0.007021,0.156000003,0.007021,0.100000001,,,
0.007022,0.148000002,0.007022,0.100000001,,,
0.007023,0.148000002,0.007023,0.100000001,,,
0.007024,0.151999995,0.007024,0.119999997,,,
0.007025,0.151999995,0.007025,0.119999997,,,
0.007026,0.156000003,0.007026,0.119999997,,,
0.007027,0.175999999,0.007027,0.119999997,,,
0.007028,0.195999995,0.007028,0.119999997,,,
0.007029,0.200000003,0.007029,0.100000001,,,
0.00703,0.200000003,0.00703,0.100000001,,,
0.007031,0.208000004,0.007031,0.100000001,,,
0.007032,0.195999995,0.007032,0.100000001,,,
0.007033,0.192000002,0.007033,0.100000001,,,
0.007034,0.195999995,0.007034,0.119999997,,,
0.007035,0.195999995,0.007035,0.119999997,,,
0.007036,0.200000003,0.007036,0.100000001,,,
0.007037,0.195999995,0.007037,0.119999997,,,
0.007038,0.200000003,0.007038,0.119999997,,,
0.007039,0.192000002,0.007039,0.119999997,,,
0.00704,0.187999994,0.00704,0.140000001,,,
0.007041,0.184,0.007041,0.140000001,,,
0.007042,0.184,0.007042,0.140000001,,,
0.007043,0.187999994,0.007043,0.119999997,,,
0.007044,0.187999994,0.007044,0.100000001,,,
0.007045,0.184,0.007045,0.140000001,,,
0.007046,0.184,0.007046,0.119999997,,,
0.007047,0.180000007,0.007047,0.140000001,,,
0.007048,0.180000007,0.007048,0.140000001,,,
0.007049,0.175999999,0.007049,0.119999997,,,
0.00705,0.184,0.00705,0.119999997,,,
0.007051,0.192000002,0.007051,0.140000001,,,
0.007052,0.203999996,0.007052,0.119999997,,,
0.007053,0.216000006,0.007053,0.140000001,,,
0.007054,0.228,0.007054,0.140000001,,,
0.007055,0.224000007,0.007055,0.140000001,,,
0.007056,0.224000007,0.007056,0.119999997,,,
0.007057,0.219999999,0.007057,0.119999997,,,
0.007058,0.219999999,0.007058,0.140000001,,,
0.007059,0.208000004,0.007059,0.180000007,,,
0.00706,0.195999995,0.00706,0.159999996,,,
0.007061,0.195999995,0.007061,0.140000001,,,
0.007062,0.187999994,0.007062,0.159999996,,,
0.007063,0.187999994,0.007063,0.140000001,,,
0.007064,0.184,0.007064,0.140000001,,,
0.007065,0.184,0.007065,0.159999996,,,
0.007066,0.187999994,0.007066,0.159999996,,,
0.007067,0.208000004,0.007067,0.159999996,,,
0.007068,0.216000006,0.007068,0.159999996,,,
0.007069,0.224000007,0.007069,0.140000001,,,
0.00707,0.228,0.00707,0.159999996,,,
0.007071,0.231999993,0.007071,0.159999996,,,
0.007072,0.239999995,0.007072,0.180000007,,,
0.007073,0.244000003,0.007073,0.180000007,,,
0.007074,0.239999995,0.007074,0.159999996,,,
0.007075,0.247999996,0.007075,0.200000003,,,
0.007076,0.252000004,0.007076,0.180000007,,,
0.007077,0.256000012,0.007077,0.180000007,,,
0.007078,0.25999999,0.007078,0.180000007,,,
0.007079,0.256000012,0.007079,0.180000007,,,
0.00708,0.252000004,0.00708,0.180000007,,,
0.007081,0.239999995,0.007081,0.180000007,,,
0.007082,0.236000001,0.007082,0.180000007,,,
0.007083,0.228,0.007083,0.180000007,,,
0.007084,0.219999999,0.007084,0.200000003,,,
0.007085,0.211999997,0.007085,0.180000007,,,
0.007086,0.216000006,0.007086,0.180000007,,,
0.007087,0.219999999,0.007087,0.180000007,,,
0.007088,0.231999993,0.007088,0.200000003,,,
0.007089,0.244000003,0.007089,0.200000003,,,
0.00709,0.256000012,0.00709,0.180000007,,,
0.007091,0.272000015,0.007091,0.180000007,,,
0.007092,0.280000001,0.007092,0.200000003,,,
0.007093,0.280000001,0.007093,0.180000007,,,
0.007094,0.284000009,0.007094,0.200000003,,,
0.007095,0.284000009,0.007095,0.200000003,,,
0.007096,0.275999993,0.007096,0.200000003,,,
0.007097,0.263999999,0.007097,0.200000003,,,
0.007098,0.252000004,0.007098,0.200000003,,,
0.007099,0.244000003,0.007099,0.200000003,,,
0.0071,0.244000003,0.0071,0.219999999,,,
0.007101,0.256000012,0.007101,0.219999999,,,
0.007102,0.272000015,0.007102,0.219999999,,,
0.007103,0.284000009,0.007103,0.200000003,,,
0.007104,0.296000004,0.007104,0.200000003,,,
0.007105,0.300000012,0.007105,0.239999995,,,
0.007106,0.296000004,0.007106,0.200000003,,,
0.007107,0.291999996,0.007107,0.239999995,,,
0.007108,0.287999988,0.007108,0.219999999,,,
0.007109,0.284000009,0.007109,0.219999999,,,
0.00711,0.280000001,0.00711,0.239999995,,,
0.007111,0.287999988,0.007111,0.219999999,,,
0.007112,0.296000004,0.007112,0.239999995,,,
0.007113,0.296000004,0.007113,0.200000003,,,
0.007114,0.319999993,0.007114,0.25999999,,,
0.007115,0.335999995,0.007115,0.239999995,,,
0.007116,0.34799999,0.007116,0.239999995,,,
0.007117,0.351999998,0.007117,0.239999995,,,
0.007118,0.351999998,0.007118,0.239999995,,,
0.007119,0.344000012,0.007119,0.25999999,,,
0.00712,0.340000004,0.00712,0.239999995,,,
0.007121,0.324000001,0.007121,0.239999995,,,
0.007122,0.312000006,0.007122,0.239999995,,,
0.007123,0.30399999,0.007123,0.239999995,,,
0.007124,0.300000012,0.007124,0.239999995,,,
0.007125,0.307999998,0.007125,0.239999995,,,
0.007126,0.316000015,0.007126,0.239999995,,,
0.007127,0.324000001,0.007127,0.239999995,,,
0.007128,0.335999995,0.007128,0.25999999,,,
0.007129,0.331999987,0.007129,0.25999999,,,
0.00713,0.331999987,0.00713,0.25999999,,,
0.007131,0.340000004,0.007131,0.280000001,,,
0.007132,0.351999998,0.007132,0.25999999,,,
0.007133,0.356000006,0.007133,0.25999999,,,
0.007134,0.351999998,0.007134,0.280000001,,,
0.007135,0.344000012,0.007135,0.25999999,,,
0.007136,0.351999998,0.007136,0.25999999,,,
0.007137,0.360000014,0.007137,0.280000001,,,
0.007138,0.368000001,0.007138,0.25999999,,,
0.007139,0.368000001,0.007139,0.25999999,,,
0.00714,0.363999993,0.00714,0.280000001,,,
0.007141,0.363999993,0.007141,0.280000001,,,
0.007142,0.363999993,0.007142,0.25999999,,,
0.007143,0.375999987,0.007143,0.280000001,,,
0.007144,0.372000009,0.007144,0.25999999,,,
0.007145,0.368000001,0.007145,0.300000012,,,
0.007146,0.356000006,0.007146,0.25999999,,,
0.007147,0.335999995,0.007147,0.280000001,,,
0.007148,0.324000001,0.007148,0.280000001,,,
0.007149,0.319999993,0.007149,0.25999999,,,
0.00715,0.324000001,0.00715,0.280000001,,,
0.007151,0.344000012,0.007151,0.280000001,,,
0.007152,0.363999993,0.007152,0.280000001,,,
0.007153,0.379999995,0.007153,0.280000001,,,
0.007154,0.384000003,0.007154,0.280000001,,,
0.007155,0.388000011,0.007155,0.280000001,,,
0.007156,0.395999998,0.007156,0.280000001,,,
0.007157,0.39199999,0.007157,0.25999999,,,
0.007158,0.388000011,0.007158,0.280000001,,,
0.007159,0.384000003,0.007159,0.25999999,,,
0.00716,0.379999995,0.00716,0.25999999,,,
0.007161,0.372000009,0.007161,0.280000001,,,
0.007162,0.368000001,0.007162,0.25999999,,,
0.007163,0.368000001,0.007163,0.25999999,,,
0.007164,0.363999993,0.007164,0.25999999,,,
0.007165,0.372000009,0.007165,0.300000012,,,
0.007166,0.375999987,0.007166,0.280000001,,,
0.007167,0.379999995,0.007167,0.280000001,,,
0.007168,0.368000001,0.007168,0.280000001,,,
0.007169,0.360000014,0.007169,0.25999999,,,
0.00717,0.34799999,0.00717,0.300000012,,,
0.007171,0.360000014,0.007171,0.280000001,,,
0.007172,0.351999998,0.007172,0.280000001,,,
0.007173,0.34799999,0.007173,0.280000001,,,
0.007174,0.34799999,0.007174,0.25999999,,,
0.007175,0.360000014,0.007175,0.300000012,,,
0.007176,0.363999993,0.007176,0.280000001,,,
0.007177,0.372000009,0.007177,0.280000001,,,
0.007178,0.379999995,0.007178,0.280000001,,,
0.007179,0.379999995,0.007179,0.25999999,,,
0.00718,0.375999987,0.00718,0.280000001,,,
0.007181,0.372000009,0.007181,0.280000001,,,
0.007182,0.356000006,0.007182,0.280000001,,,
0.007183,0.335999995,0.007183,0.25999999,,,
0.007184,0.316000015,0.007184,0.280000001,,,
0.007185,0.307999998,0.007185,0.25999999,,,
0.007186,0.307999998,0.007186,0.280000001,,,
0.007187,0.312000006,0.007187,0.280000001,,,
0.007188,0.312000006,0.007188,0.280000001,,,
0.007189,0.324000001,0.007189,0.280000001,,,
0.00719,0.319999993,0.00719,0.280000001,,,
0.007191,0.316000015,0.007191,0.280000001,,,
0.007192,0.307999998,0.007192,0.280000001,,,
0.007193,0.300000012,0.007193,0.280000001,,,
0.007194,0.291999996,0.007194,0.280000001,,,
0.007195,0.284000009,0.007195,0.300000012,,,
